,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:
2146,Aetna Life Insurance Company,Oklahoma,66946,19077.0,123106.0,146161.64,178252.53,-174947.03,"$146,161.64 ","$178,252.53 ","($174,947.03)",No
2147,American National Life Insurance Company of Texas,Iowa,66956,2528.0,,0.0,0.0,,,,,No
2148,Capital Health Plan,Florida,66966,,158719.0,,,635267.0,N/E,$-,"$635,267.48 ",Yes
2149,John Alden Life Insurance Company,Washington,66967,0.0,0.0,0.0,0.0,0.0,,,,No
2150,Unimerica Insurance Company,California,66984,0.0,0.0,0.0,0.0,0.0,,,,No
2151,Shelter Life Insurance Company,Oregon,67048,0.0,0.0,0.0,0.0,0.0,,,,No
2152,Guarantee Trust Life Insurance Co.,Vermont,67075,0.0,,,,,,,,No
2153,John Alden Life Insurance Company,Oklahoma,67088,2907.0,3822.0,0.0,0.0,-198018.0,N/E,$-,"($198,017.77)",No
2154,American Republic Insurance Company,New Mexico,67102,,,,,,,,,No
2155,Aetna Life Insurance Company,Ohio,67129,76066.0,45162.0,753385.3,-225186.77,-593316.79,"$753,385.30 ","($225,186.77)","($593,316.79)",No
2156,"Health Net of California, Inc",California,67138,2002237.0,2156540.0,48731305.0,-100186994.0,-3718210.0,"$48,731,305.15 ","($100,186,993.89)","($3,718,209.96)",No
2157,New Era Life Insurance Company of the MidWest,Texas,67141,,,,,,,,,No
2158,Thrivent Financial for Lutherans,New Hampshire,67167,,,,,,,,,No
2159,"Total Health Care USA, Inc.",Michigan,67183,118609.0,96901.0,2025795.65,-1099668.0,-1225249.0,"$2,025,795.65 ","($1,099,668.46)","($1,225,249.24)",Yes
2160,Aetna Health Inc. (a Pennsylvania corporation),Delaware,67190,138.0,43949.0,0.0,0.0,12382.86,N/E,$-,"$12,382.86 ",No
2161,"Louisiana Health Cooperative, Inc.",Louisiana,67202,110861.0,1194.0,9878052.0,-7456986.0,-36622.0,"$9,878,052.34 ","($7,456,986.26)","($36,621.89)",Yes
2162,"Sierra Health and Life Insurance Company, Inc.",District of Columbia,67203,0.0,0.0,0.0,0.0,0.0,,,,No
2163,Central United Life Insurance Company,Arizona,67214,,,,,,,,,No
2164,"Vantage Health Plan, Inc.",Louisiana,67243,80242.0,14426.0,5014154.0,-416149.0,-195880.0,"$5,014,154.17 ","($416,149.30)","($195,880.47)",No
2165,Liberty Mutual Insurance Company,North Carolina,67257,,,,,,,,,No
2166,United Healthcare Life Insurance Company,South Dakota,67288,0.0,0.0,0.0,0.0,0.0,,,,No
2167,The Chesapeake Life Insurance Company,South Carolina,67334,198.0,0.0,0.0,0.0,0.0,,,,No
2168,United American Insurance Co,Utah,67335,,,,,,,,,No
2169,Kanawha Insurance Company ,Missouri,67358,861.0,,,,,,,,No
2170,Transamerica Life Insurance Company,Louisiana,67368,,,,,,,,,No
2171,Trustmark Life Insurance Company,Colorado,67398,,0.0,,0.0,0.0,,,,No
2172,"UPMC Health Benefits, Inc.",Pennsylvania,67430,90370.0,,,,,,,,Yes
2173,"Sierra Health and Life Insurance Company, Inc.",Connecticut,67440,0.0,0.0,0.0,0.0,0.0,,,,No
2174,Aetna Life Insurance Company,Minnesota,67450,501.0,0.0,0.0,0.0,0.0,,,,No
2175,Cigna Health and Life Insurance Company,Michigan,67495,0.0,0.0,0.0,0.0,0.0,,,,No
2176,Humana Insurance Company,Pennsylvania,67499,,,,,,,,,No
2177,Aetna Life Insurance Company,Oregon,67504,518.0,595.0,0.0,0.0,0.0,,,,No
2178,John Alden Life Insurance Company,Maine,67529,0.0,0.0,0.0,0.0,0.0,,,,No
2179,New Era Life Insurance Company,Nebraska,67547,,,,,,,,,No
2180,Alliance Health and Life Insurance Company,Michigan,67577,113796.0,131419.0,2529565.0,1895579.0,-181100.0,"$2,529,564.79 ","$1,895,578.59 ","($181,245.97)",Yes
2181,John Alden Life Insurance Company,Iowa,67580,2843.0,303.0,0.0,0.0,-63214.0,N/E,$-,"($63,213.98)",No
2182,Alameda Alliance Joint Powers Authority,California,67597,,63655.0,,,,,,,Yes
2183,Connecticut General Life Insurance Company,United States Virgin Islands,67612,0.0,2779.0,0.0,0.0,0.0,,,,No
2184,4 Ever Life Insurance Company,Missouri,67636,,,,,,,,,No
2185,"Piedmont WellStar HealthPlans, Inc.",Georgia,67657,412.0,,,,,,,,No
2186,State Farm Mutual Automobile Insurance Company,Virginia,67773,2016.0,0.0,0.0,0.0,0.0,,,,No
2187,Time Insurance Company,Illinois,67807,195256.0,15244.0,6649599.0,4193477.0,20403.0,"$6,649,598.67 ","$4,193,476.50 ","$20,402.52 ",No
2188,American National Insurance Company,Nevada,67809,22.0,,0.0,0.0,,,,,No
2189,UnitedHealthcare Insurance Company,Colorado,67879,27168.0,648310.0,0.0,-2066.1,3696892.88,N/E,$-,"$3,694,826.77 ",No
2190,Trustmark Life Insurance Company,Texas,67885,,10617.0,,0.0,0.0,,,,No
2191,New Era Life Insurance Company,New York,67894,,,,,,,,,No
2192,"Southeastern Indiana Health Organization, Inc.",Indiana,67920,,80965.0,,,-840622.0,N/E,$-,"($840,621.54)",Yes
2193,Guarantee Trust Life Insurance Co.,Massachusetts,68019,0.0,,,,,,,,No
2194,Humana Insurance Company,Washington,68140,,1476.0,,,,,,,No
2195,"Madison National Life Insurance Company, Inc.",Kansas,68151,1098.0,2196.0,,,,,,,No
2196,The Guardian Life Insurance Company of America,Ohio,68158,110.0,,,,,,,,No
2197,Time Insurance Company,Iowa,68184,47208.0,569.0,1242068.0,-338678.0,-13859.0,"$1,242,068.11 ","($338,678.10)","($13,859.22)",No
2198,Union Security Life Insurance Company of New York,New York,68253,227.0,0.0,0.0,0.0,0.0,,,,No
2199,Central United Life Insurance Company,Alabama,68256,,,,,,,,,No
2200,"UnitedHealthcare of Alabama, Inc",Alabama,68259,24.0,9583.0,0.0,0.0,-59273.71,N/E,$-,"($59,273.72)",No
2201,PacifiCare Life and Health Insurance Co,Ohio,68276,0.0,0.0,0.0,0.0,0.0,,,,No
2202,Liberty National Life Insurance Co,Pennsylvania,68302,,,,,,,,,No
2203,Humana Insurance Company,Illinois,68303,337863.0,590776.0,8206407.61,8268175.79,4255065.52,"$8,206,407.61 ","$8,268,175.79 ","$4,255,065.52 ",No
2204,Celtic Insurance Company,Nevada,68307,302.0,,0.0,-8625.15,,$0.00 ,"($8,625.15)",$-,No
2205,Unified Life Insurance Company,Georgia,68321,24.0,,0.0,0.0,,,,,No
2206,Sterling Life Insurance Co.,Texas,68330,,994.0,,,,,,,No
2207,Guarantee Trust Life Insurance Co.,Michigan,68353,0.0,,,,,,,,No
2208,Nationwide Life Insurance Company,Georgia,68368,12.0,,,,,,,,No
2209,United Healthcare Life Insurance Company,Nebraska,68389,5777.0,0.0,0.0,0.0,0.0,,,,No
2210,"UnitedHealthcare of Florida, Inc.",Florida,68398,8953.0,709422.0,0.0,0.0,1650597.6,N/E,$-,"$1,650,597.60 ",No
2211,Illinois Mutual Life Insurance Company,Tennessee,68411,,,,,,,,,No
2212,United States Branch of the Sun Life Assurance Company of Canada,North Carolina,68448,,,,,,,,,No
2213,TransAmerica Premier Life Insurance,Maine,68468,,,,,,,,,No
2214,American National Insurance Company,Oklahoma,68503,113.0,,0.0,0.0,,,,,No
2215,"Prominence Preferred Health Insurance Company, Inc.",Nevada,68524,,73375.0,,,419362.0,N/E,$-,"$419,362.27 ",No
2216,American Republic Insurance Company,South Dakota,68537,,,,,,,,,No
2217,Coventry Health & Life Insurance Company,Maryland,68541,39643.0,156529.0,0.0,0.0,-1885389.77,N/E,$-,"($1,991,429.33)",No
2218,New York Life Insurance Company,Georgia,68587,24.0,,,,,,,,No
2219,National Foundation Life Insurance Company,Mississippi,68597,2095.0,,0.0,0.0,,,,,No
2220,Freedom Life Insurance Company of America,Ohio,68648,1925.0,,0.0,0.0,,,,,No
2221,Mutual of Omaha Insurance Company,Florida,68653,,,,,,,,,No
2222,"Madison National Life Insurance Company, Inc.",Tennessee,68676,0.0,945.0,,,,,,,No
2223,American Income Life Insurance Co,United States Virgin Islands,68677,,,,,,,,,No
2224,Globe Life and Accident Insurance Co,Oregon,68685,,,,,,,,,No
2225,Reliance Standard Life Insurance Company,Georgia,68687,,,,,,,,,No
2226,United American Insurance Co,Alabama,68697,,,,,,,,,No
2227,American Family Mutual Insurance Company,Utah,68713,0.0,,,,,,,,No
2228,Humana Insurance Company,California,68744,,1079.0,,,8197.35,N/E,$-,"$8,197.35 ",No
2229,"SelectHealth, Inc.",Utah,68781,1144804.0,1347616.0,51361644.15,12505596.48,-1757089.15,"$51,361,644.15 ","$12,505,596.48 ","($1,805,886.51)",Yes
2230,Kanawha Insurance Company ,North Carolina,68822,888.0,,,,,,,,No
2231,TransAmerica Premier Life Insurance,Guam,68880,,,,,,,,,No
2232,The United States Life Ins. Co. in the City of New York,Idaho,68903,1636.0,,,,,,,,No
2233,New York Life Insurance Company,Utah,68912,0.0,,,,,,,,No
2234,TransAmerica Premier Life Insurance,Arizona,68948,,,,,,,,,No
2235,Kanawha Insurance Company ,Maryland,68954,396.0,,,,,,,,No
2236,Mutual of Omaha Insurance Company,New Jersey,68963,,,,,,,,,No
2237,American Heritage Life Insurance Company,Washington,69061,,,,,,,,,No
2238,American Heritage Life Insurance Company,Georgia,69092,,,,,,,,,No
2239,Mutual of Omaha Insurance Company,Michigan,69094,,,,,,,,,No
2240,"UnitedHealthcare of the Midwest, Inc.",Missouri,69117,24.0,0.0,0.0,0.0,0.0,,,,No
2241,Hartford Life & Accident Insurance Company,Pennsylvania,69150,,,,,,,,,No
2242,Unimerica Insurance Company,Colorado,69157,0.0,0.0,0.0,0.0,0.0,,,,No
2243,Nippon Life Insurance Company of America,California,69194,,2184.0,,,,,,,No
2244,Central United Life Insurance Company,Illinois,69225,,,,,,,,,No
2245,The Guardian Life Insurance Company of America,Maine,69227,6.0,,,,,,,,No
2246,American Republic Insurance Company,West Virginia,69260,,,,,,,,,No
2247,Globe Life and Accident Insurance Co,Michigan,69315,,,,,,,,,No
2248,United Teachers Associates,Missouri,69341,,,,,,,,,No
2249,UnitedHealthcare Insurance Company,North Carolina,69347,4295.0,477146.0,0.0,2105.98,-17980.08,N/E,$-,"($15,874.11)",No
2250,Asuris Northwest Health,Washington,69364,46293.0,112860.0,4356897.0,1433875.0,2081560.0,"$4,356,897.34 ","$1,425,226.46 ","$2,090,209.09 ",Yes
2251,Mid-West National Life Insurance Company of Tennessee,Kentucky,69367,773.0,141.0,0.0,0.0,0.0,,,,No
2252,Companion Life Insurance Company,Wisconsin,69380,6088.0,,,,,,,,No
2253,Connecticut General Life Insurance Company,South Carolina,69401,3147.0,0.0,0.0,0.0,0.0,,,,No
2254,Celtic Insurance Company,Minnesota,69406,18.0,,0.0,0.0,,,,,No
2255,Pekin Life Insurance Company,Wisconsin,69424,6.0,4062.0,,,,,,,No
2256,UnitedHealthcare Insurance Company,Tennessee,69443,3087.0,257791.0,0.0,7326.5,433895.47,N/E,$-,"$441,221.96 ",No
2257,TransAmerica Premier Life Insurance,Georgia,69455,,,,,,,,,No
2258,UnitedHealthcare Insurance Company,Alabama,69461,784.0,48846.0,0.0,0.0,206168.06,N/E,$-,"$206,168.06 ",No
2259,AXA Equitable Life Insurance Company,New York,69500,24126.0,,,,,,,,No
2260,"UnitedHealthcare of Kentucky, Ltd",Indiana,69529,0.0,0.0,0.0,0.0,0.0,,,,No
2261,UnitedHealthcare Insurance Company of New York,North Carolina,69614,0.0,0.0,0.0,0.0,0.0,,,,No
2262,Celtic Insurance Company,Arizona,69636,37.0,,0.0,0.0,,,,,No
2263,The United States Life Ins. Co. in the City of New York,Alabama,69644,6413.0,,,,,,,,No
2264,Reliance Standard Life Insurance Company,Texas,69758,,,,,,,,,No
2265,Illinois Mutual Life Insurance Company,North Dakota,69840,,,,,,,,,No
2266,UnitedHealthcare Insurance Company,Louisiana,69842,10105.0,205255.0,0.0,0.0,511621.87,N/E,$-,"$511,621.86 ",No
2267,Trustmark Life Insurance Company,New Jersey,69888,,0.0,,0.0,0.0,,,,No
2268,Guarantee Trust Life Insurance Co.,Illinois,69891,68.0,,,,,,,,No
2269,AMERICAN FIDELITY ASSURANCE COMPANY,New York,69943,,,,,,,,,No
2270,Kanawha Insurance Company ,Alaska,69989,54.0,,,,,,,,No
2271,National Foundation Life Insurance Company,Ohio,70000,461.0,,0.0,0.0,,,,,No
2272,American National Insurance Company,Utah,70009,48.0,,0.0,0.0,,,,,No
2273,American National Insurance Company,Washington,70025,0.0,,0.0,0.0,,,,,No
2274,American Republic Insurance Company,Tennessee,70078,,,,,,,,,No
2275,Union Labor Life Insurance Company,Connecticut,70086,7.0,,,,,,,,No
2276,Celtic Insurance Company,Tennessee,70111,22.0,,0.0,-3104.66,,$0.00 ,"($3,104.66)",$-,No
2277,Mid-West National Life Insurance Company of Tennessee,Alaska,70167,6676.0,0.0,0.0,0.0,0.0,,,,No
2278,United American Insurance Co,Indiana,70189,,,,,,,,,No
2279,Highmark Health Insurance Company,Pennsylvania,70194,374925.0,1710639.0,59657177.0,42359592.0,5446786.0,"$59,657,176.61 ","$42,359,592.09 ","$5,446,786.21 ",No
2280,Health Choice Insurance Co.,Arizona,70239,4697.0,,678956.76,-243631.04,,"$678,956.76 ","($243,631.04)",$-,No
2281,TransAmerica Premier Life Insurance,Maryland,70263,,,,,,,,,No
2282,California Physicians Service,California,70285,5746687.0,1599976.0,363050265.0,135212708.0,13755875.0,"$363,050,264.53 ","$135,212,707.60 ","$13,755,875.29 ",Yes
2283,Trustmark Insurance Company,Colorado,70337,,,,,,,,,No
2284,American National Life Insurance Company of Texas,South Carolina,70364,2835.0,,0.0,0.0,,,,,No
2285,"Gundersen Health Plan Minnesota, Inc.",Minnesota,70373,79.0,1311.0,74310.37,32683.14,-97647.51,"$74,310.37 ","$32,683.14 ","($97,647.51)",Yes
2286,Reliance Standard Life Insurance Company,Pennsylvania,70406,,,,,,,,,No
2287,American Heritage Life Insurance Company,Florida,70446,,,,,,,,,No
2288,Transamerica Life Insurance Company,New Jersey,70450,,,,,,,,,No
2289,"Sierra Health and Life Insurance Company, Inc.",California,70473,0.0,0.0,0.0,0.0,0.0,,,,No
2290,Mid-West National Life Insurance Company of Tennessee,Mississippi,70483,9689.0,0.0,0.0,0.0,0.0,,,,No
2291,"QCA Health Plan, Inc.",Arkansas,70525,157507.0,188500.0,4262438.76,-5950323.41,-56226.86,"$4,262,438.76 ","($5,943,287.09)","($55,681.10)",No
2292,"Independent Health Association, Inc",New York,70552,0.0,18361.0,0.0,0.0,297105.0,N/E,$-,"$287,516.92 ",Yes
2293,United Healthcare Life Insurance Company,New York,70575,0.0,0.0,0.0,0.0,0.0,,,,No
2294,Enterprise Life Insurance Company,Arizona,70594,1821.0,,0.0,0.0,,,,,No
2295,United Healthcare Life Insurance Company,Texas,70619,23287.0,0.0,2549577.18,767008.61,0.0,"$2,549,577.18 ","$767,008.61 ",$-,No
2296,Philadelphia American Life Insurance Company,Connecticut,70636,,,,,,,,,No
2297,Trustmark Life Insurance Company,South Dakota,70654,,192.0,,0.0,0.0,,,,No
2298,The Prudential Insurance Company of America,Montana,70663,,,,,,,,,No
2299,MAMSI Life and Health Insurance Company,New Mexico,70721,0.0,0.0,0.0,0.0,0.0,,,,No
2300,Pekin Life Insurance Company,Michigan,70737,,,,,,,,,No
2301,American States Insurance Company,Kentucky,70738,,,,,,,,,No
2302,"UnitedHealthcare Benefits of Texas, Inc.",Texas,70754,75.0,0.0,0.0,0.0,0.0,,,,No
2303,The Guardian Life Insurance Company of America,Rhode Island,70760,24.0,,,,,,,,No
2304,All Savers Insurance Company,District of Columbia,70762,0.0,0.0,0.0,0.0,0.0,,,,No
2305,Aetna Life Insurance Company,Maryland,70767,40223.0,146753.0,0.0,0.0,159819.15,N/E,$-,"$85,307.78 ",No
2306,New Era Life Insurance Company,Kansas,70780,12.0,,,,,,,,No
2307,American National Life Insurance Company of Texas,Alabama,70808,14.0,,0.0,0.0,,,,,No
2308,Connecticut General Life Insurance Company,Indiana,70822,0.0,0.0,0.0,0.0,0.0,,,,No
2309,UNICARE Life & Health Insurance Company,District of Columbia,70866,24.0,0.0,0.0,0.0,0.0,,,,No
2310,New York Life Insurance Company,Kansas,70898,12.0,,,,,,,,No
2311,WMI Mutual Insurance Company,Arizona,70904,,470.0,,,-502.0,,,,No
2312,Standard Life and Accident Insurance Company,Iowa,70956,310.0,,0.0,0.0,,,,,No
2313,Kanawha Insurance Company ,Nevada,71114,162.0,,,,,,,,No
2314,Time Insurance Company,Kansas,71122,52020.0,6526.0,2664586.0,174539.0,-9478.0,"$2,664,586.18 ","$174,538.76 ","($9,478.41)",No
2315,Thrivent Financial for Lutherans,Minnesota,71135,,,,,,,,,No
2316,Philadelphia American Life Insurance Company,New Hampshire,71141,,,,,,,,,No
2317,American Family Mutual Insurance Company,Oregon,71147,736.0,,,,,,,,No
2318,"Sierra Health and Life Insurance Company, Inc.",Alaska,71149,0.0,0.0,0.0,0.0,0.0,,,,No
2319,Connecticut General Life Insurance Company,South Dakota,71159,12.0,0.0,0.0,0.0,0.0,,,,No
2320,"Oxford Health Plans (CT), Inc",Connecticut,71179,1336.0,71604.0,0.0,0.0,-86030.15,N/E,$-,"($86,030.15)",No
2321,Standard Life and Accident Insurance Company,Alabama,71210,74.0,,0.0,0.0,,,,,No
2322,Humana Insurance Company,Wyoming,71260,,,,,,,,,No
2323,Southwest Life & Health Insurance Co.,Louisiana,71263,0.0,0.0,,,,,,,No
2324,CoOportunity Health,Iowa,71268,202033.0,120387.0,24918368.43,7585021.87,-3442183.75,"$24,918,368.43 ","$7,585,020.87 ","($3,442,183.75)",Yes
2325,Regence BlueCross BlueShield of Oregon,Washington,71281,39006.0,21425.0,3168816.0,1954592.0,-172938.0,"$3,168,816.20 ","$1,956,765.45 ","($175,111.08)",Yes
2326,Kaiser Foundation Health Plan of the Northwest,Oregon,71287,213219.0,358876.0,9896906.0,12000350.0,2516712.0,"$9,896,905.63 ","$12,000,350.41 ","$2,516,711.91 ",Yes
2327,Wilton Reassurance Company,Florida,71340,438.0,,,,,,,,No
2328,Unimerica Insurance Company,Oklahoma,71348,0.0,0.0,0.0,0.0,0.0,,,,No
2329,United American Insurance Co,Oregon,71369,,,,,,,,,No
2330,Standard Life and Accident Insurance Company,Washington,71401,18.0,,0.0,0.0,,,,,No
2331,"Avera Health Plans, Inc. ",Nebraska,71429,,115.0,0.0,0.0,0.0,,,,No
2332,United American Insurance Co,Virginia,71457,,,,,,,,,No
2333,The United States Life Ins. Co. in the City of New York,Arizona,71464,11959.0,,,,,,,,No
2334,Humana Insurance Company,West Virginia,71488,,,,,,,,,No
2335,Unified Life Insurance Company,Indiana,71518,0.0,,0.0,0.0,,,,,No
2336,Golden Rule Insurance Company,Ohio,71559,474998.0,0.0,0.0,0.0,0.0,,,,No
2337,Kaiser Permanente Insurance Company,Virginia,71562,,,,,,,,,No
2338,PacifiCare Life and Health Insurance Co,Colorado,71582,0.0,0.0,0.0,0.0,0.0,,,,No
2339,Investors Life Insurance Company of North America,North Carolina,71612,,,,,,,,,No
2340,"HPHC Insurance Company, Inc.",New Hampshire,71616,0.0,90892.0,,,1521698.0,N/E,$-,"$1,521,697.59 ",No
2341,Freelancers Health Service Corporation,New York,71644,827785.0,516143.0,58217806.98,-28181608.63,-51624477.43,"$58,217,806.98 ","($28,222,332.50)","($52,013,211.07)",No
2342,New York Life Insurance Company,United States Virgin Islands,71646,0.0,,,,,,,,No
2343,State Farm Mutual Automobile Insurance Company,Oklahoma,71651,1619.0,0.0,0.0,0.0,0.0,,,,No
2344,Companion Life Insurance Company,Missouri,71691,19615.0,126.0,,,,,,,No
2345,American National Insurance Company,Louisiana,71790,78.0,,0.0,0.0,,,,,No
2346,AMERICAN FIDELITY ASSURANCE COMPANY,Louisiana,71822,,,,,,,,,No
2347,"MD-Individual Practice Association, Inc",District of Columbia,71834,13.0,0.0,0.0,0.0,0.0,,,,No
2348,"Sendero Health Plans, inc.",Texas,71837,36372.0,,832608.73,-1995207.16,,"$832,608.73 ","($1,992,571.72)",$-,Yes
2349,Companion Life Insurance Company,North Dakota,71860,2312.0,,,,,,,,No
2350,American Republic Insurance Company,Connecticut,71879,,,,,,,,,No
2351,American National Insurance Company,Maryland,71969,0.0,,0.0,0.0,,,,,No
2352,Freedom Life Insurance Company of America,Missouri,72064,978.0,,0.0,0.0,,,,,No
2353,The Prudential Insurance Company of America,Pennsylvania,72071,,,,,,,,,No
2354,TransAmerica Premier Life Insurance,Virginia,72073,12.0,,,,,,,,No
2355,Companion Life Insurance Company,Indiana,72074,17271.0,1104.0,,,,,,,No
2356,American National Life Insurance Company of Texas,Massachusetts,72108,378.0,,0.0,0.0,,,,,No
2357,WMI Mutual Insurance Company,Idaho,72114,,785.0,,,,,,,No
2358,TransAmerica Premier Life Insurance,Louisiana,72134,,,,,,,,,No
2359,"Independence Hospital Indemnity Plan, Inc.",Pennsylvania,72145,26862.0,,,,,,,,Yes
2360,"Wellmark, Inc.",Iowa,72160,1679290.0,960142.0,13566798.0,4605848.0,3535404.0,"$13,566,797.89 ","$4,605,847.67 ","$3,535,403.52 ",No
2361,"Sierra Health and Life Insurance Company, Inc.",Montana,72191,0.0,0.0,0.0,0.0,0.0,,,,No
2362,John Alden Life Insurance Company,Wyoming,72208,4031.0,22626.0,0.0,0.0,45022.0,N/E,$-,"$45,022.01 ",No
2363,United Security Life and Health Ins Co,Arkansas,72217,410.0,,,,,,,,No
2364,American Heritage Life Insurance Company,Tennessee,72220,,,,,,,,,No
2365,Unified Life Insurance Company,Nebraska,72234,0.0,,0.0,0.0,,,,,No
2366,American States Insurance Company,Idaho,72235,,,,,,,,,No
2367,Reliance Standard Life Insurance Company,Tennessee,72254,,,,,,,,,No
2368,Kanawha Insurance Company ,Kentucky,72267,549.0,,,,,,,,No
2369,Golden Rule Insurance Company,Arizona,72269,680632.0,0.0,0.0,0.0,0.0,,,,No
2370,National Foundation Life Insurance Company,Kentucky,72279,33.0,,0.0,0.0,,,,,No
2371,UnitedHealthcare Insurance Company of New York,Massachusetts,72293,0.0,0.0,0.0,0.0,0.0,,,,No
2372,Humana Insurance Company,Minnesota,72322,55.0,,,,,,,,No
2373,Golden Rule Insurance Company,Georgia,72323,121353.0,0.0,0.0,0.0,0.0,,,,No
2374,National Foundation Life Insurance Company,Wyoming,72342,148.0,,0.0,0.0,,,,,No
2375,AMERICAN FIDELITY ASSURANCE COMPANY,Arkansas,72347,,,,,,,,,No
2376,Optimum Choice Inc.,Maryland,72375,1761.0,115280.0,0.0,-985.38,-686405.55,N/E,$-,"($765,269.83)",No
2377,MAMSI Life and Health Insurance Company,Louisiana,72402,0.0,0.0,0.0,0.0,0.0,,,,No
2378,American Income Life Insurance Co,Virginia,72423,,,,,,,,,No
2379,Globe Life and Accident Insurance Co,New Mexico,72431,,,,,,,,,No
2380,All Savers Insurance Company,North Carolina,72487,0.0,1217.0,0.0,0.0,-30949.45,N/E,$-,"($30,949.45)",No
2381,Trustmark Insurance Company,Indiana,72542,,,,,,,,,No
