,Unnamed: 0_x,CompanyName:_x,BusinessintheStateof:_x,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:_x,MEMBER_MONTHS_SMALL_GROUP_x,EXPECTED_REINSURANCE_x,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_x,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_x,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_x,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_x",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_x,Not-For-Profit:_x,Premium_x,Loss1_x,Loss2_x,Loss3_x,Loss4_x,TotalProfitPMM,CompanyName:_y,BusinessintheStateof:_y,MEMBER_MONTHS_INDIVIDUAL:_y,MEMBER_MONTHS_SMALL_GROUP_y,EXPECTED_REINSURANCE_y,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_y,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_y,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_y,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_y",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_y,Not-For-Profit:_y,Premium_y,Loss1_y,Loss2_y,Loss3_y,Loss4_y,DifferenceInIRAPMM
1002,1166,Wilton Reassurance Company,Kentucky,40652,94,,,,,,,,No,775,5068,,,,-45.67021277,Wilton Reassurance Company,Kentucky,43,,,,,,,,No,317,636,,,,0
1004,1169,Aetna Life Insurance Company,California,40733,63292,796551,0,0,-1499244.71,,,"($1,519,853.96)",No,20873877.21,13984397.1,2560306.69,121047.73,57.33,66.48657587,Aetna Life Insurance Company,California,15408,633699,0,0,26508182.01,,,"$26,507,101.90 ",No,7411183.73,5604240.79,1838278.98,320103.24,54.55,0
1006,1172,John Alden Life Insurance Company,Tennessee,40778,2749,3484,0,0,-102241,,,"($102,240.68)",No,807519,409453,64251,5887,0,119.2899236,John Alden Life Insurance Company,Tennessee,1608,2404,0,0,-46256,,,"($46,256.21)",No,486256,191155,41945,8153,0,0
1010,1177,American National Life Insurance Company of Texas,California,40872,143,,0,0,,,,,No,46670.59,1112.71,,,0,318.5865734,American National Life Insurance Company of Texas,California,121,,,,,,,,No,41149.67,1432.54,,,,0
1013,1182,Standard Life and Accident Insurance Company,Missouri,41018,187,,0,0,,,,,No,22565.27,9972.22,,,0,67.34251337,Standard Life and Accident Insurance Company,Missouri,105,,,,,,,,No,9152.5,1176.57,,,,0
1019,1188,State Farm Mutual Automobile Insurance Company,Missouri,41193,1421,0,0,0,0,,,,No,638189.06,324262.66,0,0,0,220.9193526,State Farm Mutual Automobile Insurance Company,Missouri,1078,0,0,0,0,,,,No,449857.02,171018.62,0,0,0,0
1020,1189,John Alden Life Insurance Company,Florida,41240,3453,439,0,0,-890,,,($890.28),No,1421757,1027365,27927,6062,0,104.3738778,John Alden Life Insurance Company,Florida,2136,247,0,0,6445,,,"$6,445.09 ",No,897449,581247,30171,10684,-4,0
1021,1191,National Foundation Life Insurance Company,Arizona,41291,1086,,0,0,,,,,No,322590,109795,483,0,0,195.4990792,National Foundation Life Insurance Company,Arizona,793,,0,0,,,,,No,252730,157912,0,0,0,0
1024,1194,Golden Rule Insurance Company,Colorado,41341,336311,0,0,0,0,,,,No,75942448.84,58766449.81,6497979.26,784393.68,9.12,29.41805939,Golden Rule Insurance Company,Colorado,260090,0,0,0,0,,,,No,60844080,52380635.78,6207428.22,918170.07,1.15,0
1029,1199,United Teachers Associates,Minnesota,41464,316,,,,,,,,No,51242,-18980,,,,222.221519,United Teachers Associates,Minnesota,195,,,,,,,,No,37462,68214.19887,,,,0
1031,1201,Cigna Health and Life Insurance Company,New York,41500,572,15130,0,0,0,,,,No,29802,266381,0,0,8003,-427.5909091,Cigna Health and Life Insurance Company,New York,519,20303,0,0,0,,,,No,26215,448769,0,0,14976,0
1032,1202,Southwest Life & Health Insurance Co.,Texas,41549,3496,9176,,,,,,,No,689685.14,713368.54,77327.55,11,0,-28.89643879,Southwest Life & Health Insurance Co.,Texas,2897,6502,,,,,,"$79,525.12 ",No,558542,464989,56787,,,0
1033,1203,Union Labor Life Insurance Company,California,41550,214,,,,,,,,No,50854,737487,,,,-3208.565421,Union Labor Life Insurance Company,California,4,,,,,,,,No,567,132545,,,,0
1034,1204,Shelter Life Insurance Company,Colorado,41555,24,0,0,0,0,,,,No,130.05,-1239.56,0,0,0,57.06708333,Shelter Life Insurance Company,Colorado,12,0,0,0,0,,,,No,0,-1324.23,0,0,0,0
1036,1206,Kanawha Insurance Company ,Oklahoma,41600,258,,,,,,,,No,33518,54602,,,,-81.72093023,Kanawha Insurance Company ,Oklahoma,236,,,,,,,,No,33494,23404,0,0,0,0
1042,1213,Mid-West National Life Insurance Company of Tennessee,New Hampshire,41752,58,1011,0,0,0,,,,No,1037,81.31859339,122.2249794,40.90638606,0,13.66465588,Mid-West National Life Insurance Company of Tennessee,New Hampshire,9,211,0,0,0,,,,No,151,0,0,0,0,0
1043,1215,Kanawha Insurance Company ,Arizona,41773,264,,,,,,,,No,34674,82121,,,,-179.7234848,Kanawha Insurance Company ,Arizona,224,,,,,,,,No,28468,47588,0,0,0,0
1053,1226,United Healthcare Life Insurance Company,West Virginia,42066,1243,0,0,0,0,,,,No,527059.88,349725.98,29321.17,9880.19,0,111.1283508,United Healthcare Life Insurance Company,West Virginia,845,0,0,0,0,,,,No,384104.84,399305.61,23782.44,296.45,0,0
1055,1228,"Allegiance Life & Health Insurance Company, Inc.",Montana,42133,182,7390,,,,,,,No,95386,484251,42016,20769,0,-2481.593407,"Allegiance Life & Health Insurance Company, Inc.",Montana,13,,,,,,,,No,7509,25090,4930,1650,,0
1057,1230,American National Insurance Company,Kansas,42136,100,,0,0,,,,,No,10917.92009,18471.8809,,,0,-75.5396081,American National Insurance Company,Kansas,96,,,,,,,,No,10300.59,109.48,,,,0
1061,1234,All Savers Insurance Company,Florida,42204,138,43780,0,0,31520.79,,,"$31,520.79 ",No,53914.6,25262.61,11639.99,39.46,0,122.9894203,All Savers Insurance Company,Florida,158,30287,0,0,-125918.62,,,"($125,918.62)",No,75514.52,53235.14,8563.11,70.47,0,0
1066,1239,Wilton Reassurance Company,Arizona,42284,16739,,,,,,,,No,19173,9786,,,,0.560786188,Wilton Reassurance Company,Arizona,7131,,,,,,,,No,7982,384148,,,,0
1068,1241,United Healthcare Life Insurance Company,North Dakota,42370,26,0,0,0,0,,,,No,33555.88,-1702.15,105.05,0,0,1352.037692,United Healthcare Life Insurance Company,North Dakota,12,0,0,0,0,,,,No,16885.14,5998.05,28.05,0,0,0
1069,1242,Mid-West National Life Insurance Company of Tennessee,Alabama,42371,4974,0,0,0,0,,,,No,1334421,414890.9676,42794.99419,14923.74744,49.16,173.2533435,Mid-West National Life Insurance Company of Tennessee,Alabama,802,0,0,0,0,,,,No,226045,96352.3611,4347.30691,3289.392803,0,0
1070,1243,Kanawha Insurance Company ,Illinois,42434,1338,,,,,,,,No,122951,153385,,,,-22.74588939,Kanawha Insurance Company ,Illinois,1133,,,,,,,,No,116119,61715,0,0,0,0
1072,1245,Philadelphia American Life Insurance Company,Idaho,42496,48,,,,,,,,No,4366,0,,,,90.95833333,Philadelphia American Life Insurance Company,Idaho,24,,,,,,,,No,4366,78,,,,0
1073,1246,"Humana Health Plans of Puerto Rico, Inc.",Puerto Rico,42497,3268,3118,,,,,,,No,502151.84,505206.046,108101.81,10632.8,14,-37.27136353,"Humana Health Plans of Puerto Rico, Inc.",Puerto Rico,5580,,,,,,,,No,992050.7,2791821.843,337247.18,34001.61,-8.13,0
1078,1252,National Foundation Life Insurance Company,Nebraska,42586,60,,0,0,,,,,No,43868,38774,0,0,0,84.9,National Foundation Life Insurance Company,Nebraska,33,,0,0,,,,,No,63016,3188,0,0,0,0
1080,1254,The Guardian Life Insurance Company of America,New York,42640,2050,,,,,,,,No,196303,823738.4124,,,,-306.0660548,The Guardian Life Insurance Company of America,New York,1859,,,,,,,,No,161483,979569.0368,,,,0
1081,1255,Unified Life Insurance Company,West Virginia,42669,24,,0,0,,,,,No,2974.7,514.87,0,0,0,102.4929167,Unified Life Insurance Company,West Virginia,24,,0,0,,,,,No,6520.46,4053.22,0,0,0,0
1084,1259,American National Insurance Company,Ohio,42761,144,,0,0,,,,,No,49016.31894,194801.0467,,,0,-1012.393943,American National Insurance Company,Ohio,129,,,,,,,,No,42379.86,62130.5522,,,,0
1088,1263,The Guardian Life Insurance Company of America,Virginia,42808,145,,,,,,,,No,21133,21929.1096,,,,-5.490411034,The Guardian Life Insurance Company of America,Virginia,116,,,,,,,,No,16511,15442.8088,,,,0
1089,1264,Life of America,Texas,42809,116,,,,,,,,No,48994,11175,,,,326.0258621,Life of America,Texas,85,,,,,,,,No,35990,8641,,,,0
1092,1270,State Farm Mutual Automobile Insurance Company,Nebraska,43061,1109,0,0,0,0,,,,No,579823.38,188352.29,0,0,0,352.9946709,State Farm Mutual Automobile Insurance Company,Nebraska,732,0,0,0,0,,,,No,380145.16,211794.93,0,0,0,0
1096,1274,National Foundation Life Insurance Company,Colorado,43105,11834,,0,0,,,,,No,2908706,3237881,0,0,0,-27.81603853,National Foundation Life Insurance Company,Colorado,7735,,0,0,,,,,No,2072213,2624136,0,0,0,0
1098,1277,Philadelphia American Life Insurance Company,Virginia,43134,92,,,,,,,,No,40297,6880,,,,363.2282609,Philadelphia American Life Insurance Company,Virginia,75,,,,,,,,No,41052,12786,,,,0
1099,1278,Mid-West National Life Insurance Company of Tennessee,Nevada,43136,7784,0,0,0,0,,,,No,2076653,863923.2746,66444.90325,23202.74335,62.34,144.2728339,Mid-West National Life Insurance Company of Tennessee,Nevada,1194,0,0,0,0,,,,No,313669,160284.1234,7454.170638,5640.203408,0,0
1108,1290,State Farm Mutual Automobile Insurance Company,Wyoming,43593,489,0,0,0,0,,,,No,249083.2,132750.47,0,0,0,237.8992434,State Farm Mutual Automobile Insurance Company,Wyoming,387,0,0,0,0,,,,No,191614.61,166615.45,0,0,0,0
1110,1292,State Farm Mutual Automobile Insurance Company,West Virginia,43629,964,0,0,0,0,,,,No,436427.27,288364.27,0,0,0,153.5923237,State Farm Mutual Automobile Insurance Company,West Virginia,699,0,0,0,0,,,,No,362704.72,486744.45,0,0,0,0
1111,1294,American Family Mutual Insurance Company,South Dakota,43741,840,,,,,,,,No,394189,433815,2721,,,-50.41309524,American Family Mutual Insurance Company,South Dakota,34,,,,,,,,No,4813,448,0,,,0
1117,1300,Aetna Life Insurance Company,Alabama,44006,305,0,0,0,0,,,,No,139085.97,38562.57,6502.26,604.08,0,306.2854426,Aetna Life Insurance Company,Alabama,232,0,0,0,0,,,,No,109967.46,46294.39,4374.94,209.25,0,0
1121,1304,American National Life Insurance Company of Texas,Utah,44040,5337,,0,0,,,,,No,696029.7,756305.89,,,0,-11.29402099,American National Life Insurance Company of Texas,Utah,4024,,,,,,,,No,511240.13,379855.06,,,,0
1122,1305,Standard Life and Accident Insurance Company,Arizona,44054,27,,0,0,,,,,No,10937.8,0,,,0,405.1037037,Standard Life and Accident Insurance Company,Arizona,19,,,,,,,,No,8350.61,0,,,,0
1124,1307,"Empire HealthChoice Assurance, Inc.",New York,44113,13522,45872,0,0,-2500144.31,,,"($2,505,396.90)",No,-699927,91269.054,604113.52,12041.663,0,-104.0786302,"Empire HealthChoice Assurance, Inc.",New York,213,21074,0,0,-1060038.06,,,"($1,060,038.06)",No,839012,-651223.12,443043.84,13094.05,0,0
1125,1309,Kanawha Insurance Company ,New Hampshire,44146,140,,,,,,,,No,5081,4151,,,,6.642857143,Kanawha Insurance Company ,New Hampshire,119,,,,,,,,No,5000,4391,0,0,0,0
1132,1316,Aetna Life Insurance Company,Wyoming,44325,336,0,0,0,0,,,,No,181001.13,161763.84,20194.81,464.49,0,-4.232172619,Aetna Life Insurance Company,Wyoming,245,0,0,0,0,,,,No,140566.84,70007.33,16377.83,1581.11,0,0
1133,1317,Philadelphia American Life Insurance Company,Georgia,44329,134,24,,,,,,,No,105915,50007,,,,417.2238806,Philadelphia American Life Insurance Company,Georgia,96,24,,,,,,,No,89166,104236,,,,0
1137,1321,John Alden Life Insurance Company,Colorado,44525,9091,0,0,0,0,,,,No,2746393,2132218,81321,11230,0,57.37806622,John Alden Life Insurance Company,Colorado,5028,0,0,0,0,,,,No,1701843,1313654,45531,15610,-5128,0
1139,1323,Mid-West National Life Insurance Company of Tennessee,Iowa,44541,4260,0,0,0,0,,,,No,1169774,523709.959,25108.34782,8555.206387,0,143.7559828,Mid-West National Life Insurance Company of Tennessee,Iowa,612,0,0,0,0,,,,No,161503,69777.4477,1990.913561,1506.426133,0,0
1140,1325,Nationwide Life Insurance Company,Texas,44569,12,,,,,,,,No,131,0,,,,10.91666667,Nationwide Life Insurance Company,Texas,12,,,,,,,,No,131,0,,,,0
1145,1330,American National Life Insurance Company of Texas,North Carolina,44651,1327,,0,0,,,,,No,456344.19,720589.65,,,0,-199.1299623,American National Life Insurance Company of Texas,North Carolina,713,,,,,,,,No,241115.91,687841.77,,,,0
1147,1332,The Chesapeake Life Insurance Company,Louisiana,44702,580,0,0,0,0,,,,No,125202,29658.19898,4252.910473,2333.19,0,153.3753458,The Chesapeake Life Insurance Company,Louisiana,110,0,0,0,0,,,,No,23453,7413.919766,906.3200302,674.67,0,0
1148,1333,National Foundation Life Insurance Company,Arkansas,44722,107,,0,0,,,,,No,72562,13621,0,0,0,550.8504673,National Foundation Life Insurance Company,Arkansas,68,,0,0,,,,,No,64376,2719,0,0,0,0
1158,1343,Aetna Life Insurance Company,Idaho,45059,60,0,0,0,0,,,,No,30802.01,6920.43,1264.57,-494.46,0,385.1911667,Aetna Life Insurance Company,Idaho,13,31,0,0,18122.94,,,"$18,122.94 ",No,7649.37,2034.58,752.54,-17.58,0,0
1165,1352,John Alden Life Insurance Company,South Dakota,45253,165,776,0,0,0,,,,No,68002,1004,180,83,0,404.4545455,John Alden Life Insurance Company,South Dakota,24,634,0,0,0,,,,No,16814,333,0,0,0,0
1167,1355,Union Security Insurance Company,Florida,45345,12,0,0,0,0,,,,No,1344,528,-1,249,0,47.33333333,Union Security Insurance Company,Florida,12,0,0,0,0,,,,No,1344,389,0,542,0,0
1170,1358,Kanawha Insurance Company ,District of Columbia,45405,126,,,,,,,,No,4095,9791,,,,-45.20634921,Kanawha Insurance Company ,District of Columbia,126,,,,,,,,No,4813,5056,0,0,0,0
1171,1359,The United States Life Ins. Co. in the City of New York,Georgia,45422,12462,,,,,,,,No,584064,405190,0,0,0,14.35355481,The United States Life Ins. Co. in the City of New York,Georgia,11781,,,,,,,,No,478396,349179,0,0,0,0
1177,1366,The United States Life Ins. Co. in the City of New York,West Virginia,45540,2148,,,,,,,,No,103181,62887,0,0,0,18.75884544,The United States Life Ins. Co. in the City of New York,West Virginia,2123,,,,,,,,No,83376,49927,0,0,0,0
1187,1377,"UnitedHealthcare of Ohio, Inc",Kentucky,45920,350,25773,0,0,-48790.44,,,"($48,790.45)",No,129781.03,80792.11,9162.45,4279.15,0,101.5637714,"UnitedHealthcare of Ohio, Inc",Kentucky,314,23206,0,0,-293318.64,,,"($293,318.64)",No,88014.12,25073.73,3558.87,4459,0,0
1190,1381,National Foundation Life Insurance Company,Georgia,46093,957,,0,0,,,,,No,344751,235969,106,0,0,113.5590387,National Foundation Life Insurance Company,Georgia,730,,0,0,,,,,No,273765,441631,0,0,0,0
1196,1389,United Teachers Associates,Iowa,46288,12,,,,,,,,No,14058,-94,,,,1179.333333,United Teachers Associates,Iowa,12,,,,,,,,No,14058,674.79897,,,,0
1198,1393,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Kansas,46416,393,7843,,,,,,,Yes,221266.24,139329.4796,42630.62,3376.0565,0,91.42514987,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Kansas,48,1487,,,,,,,Yes,38244.6,11027.17359,1089.57,41.4283,0,0
1201,1396,Golden Rule Insurance Company,New Jersey,46504,12,0,0,0,0,,,,No,423.37,0,0,0,0,35.28083333,Golden Rule Insurance Company,New Jersey,12,0,0,0,0,,,,No,423.08,1692.24,0,0.13,0,0
1202,1397,Connecticut General Life Insurance Company,Tennessee,46553,43145,0,0,0,0,,,,No,8751847,6317279,1347483,121267,364,22.37696141,Connecticut General Life Insurance Company,Tennessee,29030,0,0,0,0,,,,No,6273765,4894403,900581,210632,338,0
1203,1398,UnitedHealthcare Insurance Company,Montana,46621,48,101,0,0,33101.63,,,"$33,091.48 ",No,60043.96,18348.4,11015.31,2520.93,0.96,586.6325,UnitedHealthcare Insurance Company,Montana,52,78,0,0,9085.52,,,"$9,085.52 ",No,58753.32,18546.07,12483.31,2943.2,0.96,0
1205,1400,Coventry Health & Life Insurance Company,Idaho,46651,3434,0,0,0,0,,,,No,429016,219394.88,41295.82,3525.13,0,47.99073093,Coventry Health & Life Insurance Company,Idaho,66,0,0,0,0,,,,No,597.99,0,0,0,0,0
1207,1403,American National Life Insurance Company of Texas,Montana,46701,12,,0,0,,,,,No,1749.9,112415.17,,,0,-9222.105833,American National Life Insurance Company of Texas,Montana,12,,,,,,,,No,1811.56,0,,,,0
1213,1409,Wilton Reassurance Company,South Carolina,46964,52,,,,,,,,No,1960,11312,,,,-179.8461538,Wilton Reassurance Company,South Carolina,31,,,,,,,,No,393,0,,,,0
1214,1411,Kanawha Insurance Company ,Mississippi,47052,458,,,,,,,,No,52954,36730,,,,35.42358079,Kanawha Insurance Company ,Mississippi,420,,,,,,,,No,50087,67847,0,0,0,0
1223,1421,Mid-West National Life Insurance Company of Tennessee,New Jersey,47409,216,0,0,0,0,,,,No,506375,597.0179995,897.3410592,300.3230596,0,2336.01999,Mid-West National Life Insurance Company of Tennessee,New Jersey,16,0,0,0,0,,,,No,301,0,0,0,0,0
1230,1431,Standard Life and Accident Insurance Company,North Carolina,47757,199,,0,0,,,,,No,25741.03,14472.53,,,0,56.62562814,Standard Life and Accident Insurance Company,North Carolina,155,,,,,,,,No,20011.87,3222.59,,,,0
1235,1438,United Teachers Associates,New York,47878,12,,,,,,,,No,168,-136,,,,25.33333333,United Teachers Associates,New York,12,,,,,,,,No,168,18.66172,,,,0
1236,1439,Companion Life Insurance Company,Kentucky,47890,7886,,,,,,,,No,242524,151876,71817,,,2.387902612,Companion Life Insurance Company,Kentucky,84,27,,,,,,,No,3888,3111,289,,,0
1237,1440,The Guardian Life Insurance Company of America,California,47911,381,,,,,,,,No,34971,103893.1992,,,,-180.8981606,The Guardian Life Insurance Company of America,California,343,,,,,,,,No,26530,124240.8716,,,,0
1239,1442,Life of America,Mississippi,47944,48,,,,,,,,No,11114,0,,,,231.5416667,Life of America,Mississippi,12,,,,,,,,No,9740,10002,,,,0
1241,1444,Companion Life Insurance Company,South Carolina,47973,25649,0,,,,,,,No,870060,544565,257544,,,2.649265079,Companion Life Insurance Company,South Carolina,261,314,,,,,,,No,16710,6729,625,,,0
1242,1445,New Era Life Insurance Company,Colorado,47988,396,,,,,,,,No,39266,29548,,,,24.54040404,New Era Life Insurance Company,Colorado,300,,,,,,,,No,36817,15988,,,,0
1244,1447,Unified Life Insurance Company,Illinois,48011,72,,0,0,,,,,No,1267.67,588.74,0,0,0,9.429583333,Unified Life Insurance Company,Illinois,72,,0,0,,,,,No,2599.71,1548.46,0,0,0,0
1246,1449,John Alden Life Insurance Company,Maryland,48033,1086,0,0,0,0,,,,No,245880,257648,24507,1961,-13,-35.1961326,John Alden Life Insurance Company,Maryland,366,0,0,0,0,,,,No,92045,48780,6700,1841,-183,0
1252,1456,Aetna Life Insurance Company,Missouri,48161,21388,31802,0,0,228766.81,,,"$228,766.81 ",No,5272812.75,4227374.61,812320.39,68909.44,5.46,7.677335422,Aetna Life Insurance Company,Missouri,7897,21933,0,0,258345.46,,,"$258,345.46 ",No,2054294.03,2303668.84,654126.71,80283.03,7537.46,0
1254,1458,The United States Life Ins. Co. in the City of New York,Michigan,48183,9968,,,,,,,,No,407749,266143,0,0,0,14.20605939,The United States Life Ins. Co. in the City of New York,Michigan,9945,,,,,,,,No,355368,262212,0,0,0,0
1256,1461,United Healthcare Life Insurance Company,Delaware,48292,868,0,0,0,0,,,,No,389605.22,121259.93,26010.89,5608.6,0,272.725576,United Healthcare Life Insurance Company,Delaware,548,0,0,0,0,,,,No,266714.12,86050.53,21254.03,6715.68,0,0
1260,1466,John Alden Life Insurance Company,West Virginia,48421,1816,1972,0,0,20283,,,"$20,283.29 ",No,550845,288234,17693,3224,-112,133.1530837,John Alden Life Insurance Company,West Virginia,1250,436,0,0,224713,,,"$224,713.34 ",No,351885,259478,9308,5599,0,0
1263,1469,Aetna Life Insurance Company,Utah,48588,359,1173,0,0,0,,,,No,96909.93,195293.71,8247.72,-1719.79,0,-292.2331755,Aetna Life Insurance Company,Utah,296,208,0,0,-20990.46,,,"($20,990.46)",No,76791.76,120891.81,9342.46,2273.42,0,0
1268,1476,The Guardian Life Insurance Company of America,Missouri,48786,132,,,,,,,,No,15051,7067.7284,,,,60.4793303,The Guardian Life Insurance Company of America,Missouri,125,,,,,,,,No,14290,15144.6408,,,,0
1269,1477,"Inter-County Hospitalization Plan, Inc",Pennsylvania,48788,1266,25732,0,0,-540044,,,"($818,247.52)",Yes,54329,70633,0,0,0,-12.87835703,"Inter-County Hospitalization Plan, Inc",Pennsylvania,994,15714,0,0,-361333,,,"($508,919.29)",Yes,38060,34416,0,0,0,0
1274,1482,Mid-West National Life Insurance Company of Tennessee,Idaho,48937,17526,0,0,0,0,,,,No,3016388,1187011.911,60101.20125,20183.02967,0,99.79983214,Mid-West National Life Insurance Company of Tennessee,Idaho,2627,0,0,0,0,,,,No,464761,220417.0693,8264.171666,6256.416567,0,0
1275,1483,"Anthem Blue Cross Life and Health Insurance Company, Inc.",California,48962,2312019,1640585,0,0,0,,,,No,599117843,439511886.8,52958570.21,6953066.297,0,43.12002613,"Anthem Blue Cross Life and Health Insurance Company, Inc.",California,1744900,1096405,0,0,0,,,,No,521028190,381233312.3,51102054.84,6680591.55,0,0
1280,1489,John Alden Life Insurance Company,Missouri,49221,10684,7490,0,0,-89587,,,"($89,587.28)",No,2697507,1316404,85584,14525,0,119.8983527,John Alden Life Insurance Company,Missouri,7379,4995,0,0,30517,,,"$30,517.37 ",No,1913569,1357051,89348,27072,0,0
1281,1490,Time Insurance Company,Maryland,49225,55424,0,0,0,0,,,,No,8980398,5821106,629703,63159,-11450,44.70770785,Time Insurance Company,Maryland,11215,0,0,0,0,,,,No,2566449,1481238,303381,38636,-867,0
1285,1494,The Guardian Life Insurance Company of America,Mississippi,49327,96,,,,,,,,No,5836,81943.4472,,,,-792.7859083,The Guardian Life Insurance Company of America,Mississippi,96,,,,,,,,No,5586,10383.1272,,,,0
1289,1498,Connecticut General Life Insurance Company,North Carolina,49464,45395,0,0,0,0,,,,No,9186898,6104309,845231,106893,1624,46.89593568,Connecticut General Life Insurance Company,North Carolina,25502,0,0,0,0,,,,No,5814527,3788715,627025,76753,1278,0
1295,1505,UnitedHealthcare Insurance Company,Wyoming,49714,232,18432,0,0,-160678,,,"($160,678.00)",No,144098.8,161034.69,102400.63,1937.9,5.96,-522.7602586,UnitedHealthcare Insurance Company,Wyoming,266,17155,0,0,-325977.41,,,"($325,977.41)",No,158056.23,100043,55557.45,2882.62,0.51,0
