,Company Name_x,State_x,HIOS ID,MM Individual_x,MM Small Group_x,Expected Reinsurance_x,Expected Risk Adjustment Individual_x,Expected Risk Adjustment Small Group_x,Actual Reinsurance_x,Actual Risk Adjustment Individual_x,Actual Risk Adjustment Small Group_x,Nonprofit_x,Expected Reinsurance Per Member Month_x,Actual Reinsurance Per Member Month_x,Expected Risk Adjustment Per Member Month Individual_x,Actual Risk Adjustment Per Member Month Individual_x,Expected Risk Adjustment Per Member Month Small Group_x,Actual Risk Adjustment Per Member Month Small Group_x,Difference in Reinsurance Per Member Month_x,Difference in Risk Adjustment Individual Per Member Month_x,Difference in Risk Adjustment Small Group Per Member Month_x,Total Loss 2014,Company Name_y,State_y,MM Individual_y,MM Small Group_y,Expected Reinsurance_y,Expected Risk Adjustment Individual_y,Expected Risk Adjustment Small Group_y,Actual Reinsurance_y,Actual Risk Adjustment Individual_y,Actual Risk Adjustment Small Group_y,Nonprofit_y,Expected Reinsurance Per Member Month_y,Actual Reinsurance Per Member Month_y,Expected Risk Adjustment Per Member Month Individual_y,Actual Risk Adjustment Per Member Month Individual_y,Expected Risk Adjustment Per Member Month Small Group_y,Actual Risk Adjustment Per Member Month Small Group_y,Difference in Reinsurance Per Member Month_y,Difference in Risk Adjustment Individual Per Member Month_y,Difference in Risk Adjustment Small Group Per Member Month_y
1045,State Farm Mutual Automobile Insurance Company,Illinois,85094.0,2952.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,Illinois,1705.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1046,Cigna Health and Life Insurance Company,Kentucky,85270.0,30.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Cigna Health and Life Insurance Company,Kentucky,24.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1047,State Farm Mutual Automobile Insurance Company,California,85589.0,2444.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,California,1811.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1048,Mid-West National Life Insurance Company of Tennessee,California,86364.0,121190.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Mid-West National Life Insurance Company of Tennessee,California,18430.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1049,Aetna Life Insurance Company,Vermont,86487.0,14.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Aetna Life Insurance Company,Vermont,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1050,Golden Rule Insurance Company,North Carolina,86508.0,86159.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Golden Rule Insurance Company,North Carolina,57336.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1051,John Alden Life Insurance Company,California,87997.0,729.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,John Alden Life Insurance Company,California,464.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1052,Golden Rule Insurance Company,Delaware,89587.0,20201.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Golden Rule Insurance Company,Delaware,4600.0,0.0,53670.03,-245126.83,0.0,53697.97,-245126.83,,No,11.67,11.67,-53.29,-53.29,,,0.01,0.0,
1053,State Farm Mutual Automobile Insurance Company,Iowa,90129.0,1159.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,Iowa,731.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1054,State Farm Mutual Automobile Insurance Company,Washington,90359.0,813.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,Washington,664.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1055,Golden Rule Insurance Company,South Carolina,90806.0,234499.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Golden Rule Insurance Company,South Carolina,168324.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1056,Shelter Life Insurance Company,Iowa,91732.0,12.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Shelter Life Insurance Company,Iowa,12.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1057,John Alden Life Insurance Company,Oregon,91837.0,1930.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,John Alden Life Insurance Company,Oregon,1145.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1058,State Farm Mutual Automobile Insurance Company,Utah,91901.0,330.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,Utah,221.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1059,Golden Rule Insurance Company,Maryland,92113.0,403063.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Golden Rule Insurance Company,Maryland,61911.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1060,United Healthcare Life Insurance Company,Colorado,92291.0,4087.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,United Healthcare Life Insurance Company,Colorado,20210.0,0.0,1254457.98,2513503.26,0.0,1255110.84,2513503.26,,No,62.07,62.1,124.37,124.37,,,0.03,0.0,
1061,Aetna Life Insurance Company,South Dakota,92619.0,4.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Aetna Life Insurance Company,South Dakota,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1062,State Farm Mutual Automobile Insurance Company,New Jersey,92722.0,548.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,New Jersey,460.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1063,Cigna Health and Life Insurance Company,Oklahoma,94245.0,7.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Cigna Health and Life Insurance Company,Oklahoma,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1064,Trustmark Life Insurance Company,Washington,94388.0,579.0,0.0,,-25877.34,0.0,,,-25877.34,No,0.0,,-44.69,,,,,,,,Trustmark Life Insurance Company,Washington,318.0,0.0,,-35609.15,0.0,0.0,-35609.15,,No,0.0,0.0,-111.98,-111.98,,,0.0,0.0,
1065,Connecticut General Life Insurance Company,California,94625.0,542369.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Connecticut General Life Insurance Company,California,43.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1066,"Cigna HealthCare of Tennessee, Inc.",Tennessee,94926.0,24.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,"Cigna HealthCare of Tennessee, Inc.",Tennessee,14.0,53.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,Connecticut General Life Insurance Company,Georgia,95022.0,131358.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Connecticut General Life Insurance Company,Georgia,96235.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1068,John Alden Life Insurance Company,Utah,95118.0,971.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,John Alden Life Insurance Company,Utah,404.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1069,Mid-West National Life Insurance Company of Tennessee,Oklahoma,95237.0,19373.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Mid-West National Life Insurance Company of Tennessee,Oklahoma,2866.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1070,State Farm Mutual Automobile Insurance Company,New Mexico,95280.0,643.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,New Mexico,442.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1071,Trillium Community Health Plan,Oregon,95417.0,17.0,0.0,0.0,0.0,0.0,0.0,-2613.45,,No,0.0,0.0,0.0,-153.73,,,0.0,-153.73,,,Trillium Community Health Plan,Oregon,213.0,63.0,0.0,-29917.47,-10819.44,0.0,-29917.47,-10819.44,No,0.0,0.0,-140.46,-140.46,-171.74,-171.74,0.0,0.0,0.0
1072,Shelter Life Insurance Company,Indiana,96244.0,24.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Shelter Life Insurance Company,Indiana,12.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1073,Cigna Health and Life Insurance Company,Alabama,96791.0,117.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Cigna Health and Life Insurance Company,Alabama,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1074,Golden Rule Insurance Company,West Virginia,97356.0,49201.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Golden Rule Insurance Company,West Virginia,36079.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1075,"Cigna HealthCare of Connecticut, Inc.",Connecticut,98047.0,36.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,"Cigna HealthCare of Connecticut, Inc.",Connecticut,24.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1076,State Farm Mutual Automobile Insurance Company,Arizona,99394.0,709.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,Arizona,469.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1077,The Chesapeake Life Insurance Company,Michigan,99467.0,670.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,The Chesapeake Life Insurance Company,Michigan,76.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1078,State Farm Mutual Automobile Insurance Company,Georgia,99691.0,1703.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,State Farm Mutual Automobile Insurance Company,Georgia,1177.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1079,Golden Rule Insurance Company,Florida,99804.0,1205057.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,,0,Golden Rule Insurance Company,Florida,875457.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1080,United Healthcare Life Insurance Company,Arizona,90169.0,5753.0,0.0,1610.82,28226.14,0.0,1610.82,28226.14,,No,0.28,0.28,4.91,4.91,,,0.0,0.0,,,United Healthcare Life Insurance Company,Arizona,17049.0,0.0,737557.05,784206.91,0.0,737940.9,784206.91,,No,43.26,43.28,46.0,46.0,,,0.02,0.0,
1081,Mid-West National Life Insurance Company of Tennessee,Maine,52851.0,80358.0,0.0,205000.0,56559.37,0.0,,,,No,2.55,0.0,0.7,0.0,,,-2.55,-0.7,,0,Mid-West National Life Insurance Company of Tennessee,Maine,4523.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,,,0.0,0.0,
1082,United Healthcare Life Insurance Company,Utah,43129.0,7350.0,0.0,42356.49,43110.38,0.0,42356.49,43110.39,,No,5.76,5.76,5.87,5.87,,,0.0,0.0,,,United Healthcare Life Insurance Company,Utah,4244.0,0.0,119109.57,46629.09,0.0,119171.57,47918.32,,No,28.07,28.08,10.99,11.29,,,0.01,0.3,
1083,Time Insurance Company,Utah,44526.0,17950.0,0.0,169562.0,105136.0,0.0,169562.38,105136.13,,No,9.45,9.45,5.86,5.86,,,0.0,0.0,,,Time Insurance Company,Utah,11169.0,0.0,157725.0,210675.0,0.0,157807.06,214883.2,,No,14.12,14.13,18.86,19.24,,,0.01,0.38,
1084,"Coventry Health Plan of Fl., Inc.",Florida,92120.0,183541.0,0.0,1838893.01,727411.53,0.0,1838893.01,824165.75,,No,10.02,10.02,3.96,4.49,,,0.0,0.53,,,"Coventry Health Plan of Fl., Inc.",Florida,41870.0,0.0,489283.73,-1502492.36,0.0,489538.37,-1502492.36,,No,11.69,11.69,-35.88,-35.88,,,0.01,0.0,
1085,Time Insurance Company,Tennessee,60299.0,87553.0,0.0,3193779.0,191793.0,0.0,3193778.58,191793.01,,No,36.48,36.48,2.19,2.19,,,0.0,0.0,,,Time Insurance Company,Tennessee,59553.0,0.0,2194703.0,746097.0,0.0,2195845.5,746097.06,,No,36.85,36.87,12.53,12.53,,,0.02,0.0,
1086,Time Insurance Company,Oregon,74571.0,71109.0,0.0,2747473.0,855888.0,0.0,2747472.78,855887.67,,No,38.64,38.64,12.04,12.04,,,0.0,0.0,,,Time Insurance Company,Oregon,47345.0,0.0,2404772.0,2081868.0,0.0,2406023.93,2081868.31,,No,50.79,50.82,43.97,43.97,,,0.03,0.0,
1087,United Healthcare Life Insurance Company,Pennsylvania,45404.0,27177.0,0.0,1124049.95,798351.41,0.0,1124049.95,798351.41,,No,41.36,41.36,29.38,29.38,,,0.0,0.0,,,United Healthcare Life Insurance Company,Pennsylvania,33447.0,0.0,1101471.44,1720000.53,0.0,1102044.68,1720000.53,,No,32.93,32.95,51.42,51.42,,,0.02,0.0,
1088,United Healthcare Life Insurance Company,Oklahoma,98704.0,26326.0,0.0,1369617.06,83712.74,0.0,1369617.06,83712.74,,No,52.03,52.03,3.18,3.18,,,0.0,0.0,,,United Healthcare Life Insurance Company,Oklahoma,24179.0,0.0,1662154.12,646701.14,0.0,1663019.16,637091.31,,No,68.74,68.78,26.75,26.35,,,0.04,-0.4,
1089,Time Insurance Company,New Mexico,97646.0,3770.0,0.0,205000.0,219541.0,0.0,205000.0,219541.22,,No,54.38,54.38,58.23,58.23,,,0.0,0.0,,,Time Insurance Company,New Mexico,2858.0,0.0,0.0,6671.0,0.0,0.0,6670.67,,No,0.0,0.0,2.33,2.33,,,0.0,0.0,
1090,Time Insurance Company,Washington,42277.0,77117.0,0.0,4376502.0,789160.0,0.0,4376501.63,789160.16,,No,56.75,56.75,10.23,10.23,,,0.0,0.0,,,Time Insurance Company,Washington,33244.0,0.0,2761429.0,1137460.0,0.0,2762865.63,1137459.68,,No,83.07,83.11,34.22,34.22,,,0.04,0.0,
1091,Time Insurance Company,Colorado,39060.0,251449.0,0.0,16138882.0,9288649.0,0.0,16138881.92,9288648.71,,No,64.18,64.18,36.94,36.94,,,0.0,0.0,,,Time Insurance Company,Colorado,135223.0,0.0,5900435.0,4276754.0,0.0,5903506.26,6541514.95,,No,43.63,43.66,31.63,48.38,,,0.02,16.75,
1092,United Healthcare Life Insurance Company,South Carolina,39481.0,25194.0,0.0,1693040.39,-774807.83,0.0,1693040.39,-774807.83,,No,67.2,67.2,-30.75,-30.75,,,0.0,0.0,,,United Healthcare Life Insurance Company,South Carolina,36813.0,0.0,2086356.42,-414394.03,0.0,2087442.23,-414394.03,,No,56.67,56.7,-11.26,-11.26,,,0.03,0.0,
1093,United Healthcare Life Insurance Company,Tennessee,48069.0,5206.0,0.0,361362.2,140988.67,0.0,361362.2,140988.67,,No,69.41,69.41,27.08,27.08,,,0.0,0.0,,,United Healthcare Life Insurance Company,Tennessee,8862.0,0.0,199456.86,315512.89,0.0,199560.67,315512.89,,No,22.51,22.52,35.6,35.6,,,0.01,0.0,
1094,United Healthcare Life Insurance Company,Missouri,14162.0,25008.0,0.0,2019769.19,1388382.83,0.0,2019769.19,1388382.82,,No,80.76,80.76,55.52,55.52,,,0.0,0.0,,,United Healthcare Life Insurance Company,Missouri,100794.0,0.0,3674807.14,1543008.5,0.0,3675197.04,1543008.5,,No,36.46,36.46,15.31,15.31,,,0.0,0.0,
1095,Time Insurance Company,Connecticut,86542.0,32592.0,0.0,2907270.0,1253125.0,0.0,2907270.19,1253125.49,,No,89.2,89.2,38.45,38.45,,,0.0,0.0,,,Time Insurance Company,Connecticut,44378.0,0.0,2418853.0,905352.0,0.0,2420111.46,905352.48,,No,54.51,54.53,20.4,20.4,,,0.03,0.0,
1096,United Healthcare Life Insurance Company,Virginia,66663.0,8062.0,0.0,726662.22,428044.46,0.0,726662.22,428044.47,,No,90.13,90.13,53.09,53.09,,,0.0,0.0,,,United Healthcare Life Insurance Company,Virginia,37231.0,0.0,2602983.26,2658704.33,0.0,2604337.93,2658704.33,,No,69.91,69.95,71.41,71.41,,,0.04,0.0,
1097,United Healthcare Life Insurance Company,Wisconsin,89106.0,14670.0,0.0,1343804.49,1384844.33,0.0,1343804.49,1384844.33,,No,91.6,91.6,94.4,94.4,,,0.0,0.0,,,United Healthcare Life Insurance Company,Wisconsin,51450.0,0.0,2292719.96,-1371221.77,0.0,2293913.16,-1371221.77,,No,44.56,44.59,-26.65,-26.65,,,0.02,0.0,
1098,United Healthcare Life Insurance Company,Arkansas,53135.0,2567.0,0.0,256733.54,71131.66,0.0,256733.54,71131.67,,No,100.01,100.01,27.71,27.71,,,0.0,0.0,,,United Healthcare Life Insurance Company,Arkansas,7917.0,0.0,506400.88,-280355.58,0.0,506664.43,-280355.58,,No,63.96,64.0,-35.41,-35.41,,,0.03,0.0,
1099,United Healthcare Life Insurance Company,Texas,70619.0,23287.0,0.0,2549577.18,767008.61,0.0,2549577.18,767008.61,,No,109.48,109.48,32.94,32.94,,,0.0,0.0,,,United Healthcare Life Insurance Company,Texas,145701.0,0.0,11900279.69,5956388.28,0.0,11906450.88,5956388.28,,No,81.68,81.72,40.88,40.88,,,0.04,0.0,
1100,All Savers Insurance Company,Maryland,36677.0,2215.0,0.0,266389.23,272660.88,0.0,266389.22,272660.9,,No,120.27,120.27,123.1,123.1,,,0.0,0.0,,,All Savers Insurance Company,Maryland,6662.0,0.0,495936.42,596980.74,0.0,496194.53,596980.74,,No,74.44,74.48,89.61,89.61,,,0.04,0.0,
1101,United Healthcare Life Insurance Company,Florida,17341.0,63489.0,0.0,7942642.06,5751062.82,0.0,7942642.06,6516021.26,,No,125.1,125.1,90.58,102.63,,,0.0,12.05,,,United Healthcare Life Insurance Company,Florida,197146.0,0.0,14728924.87,10189460.6,0.0,14736590.26,10189460.6,,No,74.71,74.75,51.68,51.68,,,0.04,0.0,
1102,Time Insurance Company,California,64198.0,351232.0,0.0,45901082.0,19395980.0,0.0,45901082.37,19393416.27,,No,130.69,130.69,55.22,55.22,,,0.0,-0.01,,,Time Insurance Company,California,720760.0,0.0,65114354.0,63308435.0,0.0,65148241.89,63308434.85,,No,90.34,90.39,87.84,87.84,,,0.05,0.0,
1103,Time Insurance Company,New Hampshire,42260.0,45329.0,0.0,6063182.0,5242905.0,0.0,6063182.46,5242904.85,,No,133.76,133.76,115.66,115.66,,,0.0,0.0,,,Time Insurance Company,New Hampshire,25390.0,0.0,4989769.0,6151610.0,0.0,4992365.74,6151610.42,,No,196.52,196.63,242.28,242.28,,,0.1,0.0,
1104,"UnitedHealthcare of New York, Inc.",New York,54235.0,62352.0,0.0,9905407.04,4790993.01,0.0,9905407.05,4787190.35,,No,158.86,158.86,76.84,76.78,,,0.0,-0.06,,,"UnitedHealthcare of New York, Inc.",New York,102501.0,0.0,7504537.15,9239034.14,0.0,7508442.74,10564737.15,,No,73.21,73.25,90.14,103.07,,,0.04,12.93,
1105,Cigna Health and Life Insurance Company,North Carolina,40411.0,5704.0,0.0,1242110.0,1069805.0,0.0,1242110.42,1069804.73,,No,217.76,217.76,187.55,187.55,,,0.0,0.0,,,Cigna Health and Life Insurance Company,North Carolina,5539.0,0.0,293203.0,596150.0,0.0,293355.4,596150.26,,No,52.93,52.96,107.63,107.63,,,0.03,0.0,
1106,All Savers Insurance Company,Colorado,92137.0,1794.0,0.0,547719.39,481970.63,0.0,547719.39,481970.65,,No,305.31,305.31,268.66,268.66,,,0.0,0.0,,,All Savers Insurance Company,Colorado,1504.0,0.0,73070.96,168907.5,0.0,73109.0,168907.5,,No,48.58,48.61,112.31,112.31,,,0.03,0.0,
1107,Cigna Health and Life Insurance Company,South Carolina,54362.0,1182.0,0.0,420314.0,447060.0,0.0,420313.62,447060.31,,No,355.6,355.6,378.22,378.22,,,0.0,0.0,,,Cigna Health and Life Insurance Company,South Carolina,1809.0,0.0,262490.0,437793.0,0.0,262626.52,437792.66,,No,145.1,145.18,242.01,242.01,,,0.08,0.0,
1108,Union Security Insurance Company,Texas,10055.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Union Security Insurance Company,Texas,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1109,Connecticut General Life Insurance Company,Nebraska,10161.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Connecticut General Life Insurance Company,Nebraska,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1110,Union Security Insurance Company,Arkansas,10754.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Union Security Insurance Company,Arkansas,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1111,Union Security Insurance Company,Nevada,11262.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Union Security Insurance Company,Nevada,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1112,Connecticut General Life Insurance Company,District of Columbia,11618.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Connecticut General Life Insurance Company,District of Columbia,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1113,"Madison National Life Insurance Company, Inc.",Wisconsin,12509.0,0.0,0.0,,,,,,,No,,,,,,,,,,0,"Madison National Life Insurance Company, Inc.",Wisconsin,,,,,,,,,No,,,,,,,,,
1114,Connecticut General Life Insurance Company,Oklahoma,12693.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Connecticut General Life Insurance Company,Oklahoma,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1115,United Healthcare Life Insurance Company,California,12799.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,United Healthcare Life Insurance Company,California,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1116,Time Insurance Company,Rhode Island,12877.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Time Insurance Company,Rhode Island,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1117,Time Insurance Company,New York,13039.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Time Insurance Company,New York,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1118,Time Insurance Company,New Jersey,13574.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Time Insurance Company,New Jersey,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1119,Connecticut General Life Insurance Company,Kansas,13833.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Connecticut General Life Insurance Company,Kansas,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1120,All Savers Insurance Company,Missouri,16049.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,All Savers Insurance Company,Missouri,299911.0,0.0,10198103.34,-10361029.92,0.0,10203410.75,-10361029.92,,No,34.0,34.02,-34.55,-34.55,,,0.02,0.0,
1121,"UnitedHealthcare of the Midwest, Inc.",Illinois,16724.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,"UnitedHealthcare of the Midwest, Inc.",Illinois,11737.0,0.0,424225.77,-702032.46,0.0,424446.55,-702032.46,,No,36.14,36.16,-59.81,-59.81,,,0.02,0.0,
1122,Connecticut General Life Insurance Company,Montana,18409.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Connecticut General Life Insurance Company,Montana,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1123,Connecticut General Life Insurance Company,Maine,18804.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Connecticut General Life Insurance Company,Maine,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1124,Cigna Health and Life Insurance Company,Minnesota,19482.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Cigna Health and Life Insurance Company,Minnesota,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1125,Union Security Insurance Company,District of Columbia,20604.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Union Security Insurance Company,District of Columbia,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1126,"UnitedHealthcare of the Mid-Atlantic, Inc.",District of Columbia,21066.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,"UnitedHealthcare of the Mid-Atlantic, Inc.",District of Columbia,0.0,288.0,0.0,0.0,-46276.28,,,-46276.28,No,,,,,-160.68,-160.68,,,0.0
1127,Unimerica Insurance Company,Virginia,21621.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Unimerica Insurance Company,Virginia,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1128,Union Security Insurance Company,Louisiana,21857.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Union Security Insurance Company,Louisiana,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1129,"MD-Individual Practice Association, Inc",Virginia,22325.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,"MD-Individual Practice Association, Inc",Virginia,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1130,All Savers Insurance Company,Connecticut,22742.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,All Savers Insurance Company,Connecticut,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
1131,Connecticut General Life Insurance Company,Arkansas,23816.0,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,,0,Connecticut General Life Insurance Company,Arkansas,0.0,0.0,0.0,0.0,0.0,,,,No,,,,,,,,,
